Cliente,Recencia,Frecuencia,Monto,Sexo,GSE,Edad
756,1,5,9.804,MAS,D,71
757,2,5,6.101,FEM,ABC1,74
758,3,8,17.843,FEM,C3,71
759,1,3,4.97,MAS,C3,70
760,1,6,14.621,FEM,C3,72
761,2,11,55.28,FEM,C3,69
762,2,2,8.342,FEM,C3,70
763,1,12,36.24,FEM,C2,68
764,2,4,22.78,MAS,C2,70
765,3,8,12.522,FEM,D,74
766,1,10,15.618,FEM,D,78
767,2,5,4.593,MAS,C3,67
768,1,5,4.989,FEM,C3,77
769,2,6,12.476,MAS,ABC1,73
770,1,7,24.824,FEM,D,79
771,11,1,4.231,MAS,ABC1,72
772,1,12,54.3,FEM,C3,76
773,1,11,44.616,FEM,E,72
774,2,2,27.986,FEM,D,80
775,5,2,14.982,MAS,D,72
776,1,8,27.671,MAS,D,73
777,1,10,35.628,FEM,C3,75
778,2,4,7.763,FEM,C3,71
779,2,3,3.307,FEM,D,76
780,1,4,40.435,MAS,,72
781,1,4,12.413,MAS,C3,76
782,1,3,8.886,FEM,D,69
783,4,5,18.367,MAS,ABC1,72
784,1,10,11.031,FEM,D,72
785,1,12,14.081,FEM,E,77
786,4,6,8.47,MAS,E,72
787,2,8,14.906,MAS,C3,73
788,6,4,22.115,MAS,ABC1,71
789,1,5,8.917,MAS,C3,70
790,7,2,2.277,FEM,D,72
791,1,12,74.394,FEM,D,81
792,1,12,37.319,FEM,D,78
793,1,9,53.107,MAS,D,67
794,2,4,24.85,MAS,D,70
795,1,2,21.582,FEM,D,71
796,1,7,11.976,FEM,E,85
797,1,12,21.977,MAS,C3,72
798,7,3,3.496,FEM,ABC1,74
799,1,7,26.026,FEM,C3,72
800,4,6,37.99,MAS,ABC1,69
801,1,11,18.551,FEM,E,71
802,9,2,11.496,MAS,C3,67
803,1,3,5.509,MAS,,72
804,2,1,7.624,MAS,C3,71
805,1,7,35.985,MAS,C3,73
806,5,3,4.158,MAS,C3,71
807,6,4,9.962,MAS,C3,73
808,5,2,12.746,MAS,C3,72
809,1,4,15.98,FEM,ABC1,76
810,1,10,3.242,FEM,D,78
811,1,1,5.594,FEM,C3,67
812,11,1,33.773,FEM,D,83
813,1,8,31.912,MAS,C3,70
814,1,8,36.886,MAS,C3,72
815,1,12,49.97,FEM,E,79
816,7,4,9.532,MAS,C3,71
817,3,1,5.224,MAS,D,74
818,7,2,6.475,FEM,D,70
819,2,4,10.365,MAS,D,67
820,2,3,109.181,FEM,C3,71
821,2,6,11.21,MAS,C3,69
822,1,10,3.234,FEM,D,68
823,1,5,15.548,FEM,D,76
824,1,3,19.761,FEM,D,78
825,1,9,20.901,MAS,D,72
826,1,11,25.737,MAS,C3,72
827,1,4,9.355,FEM,D,74
828,2,7,16.068,MAS,E,70
829,1,4,29.006,MAS,C3,69
830,2,3,5.65,FEM,D,79
831,2,3,9.056,MAS,C3,68
832,4,4,7.177,FEM,ABC1,69
833,8,1,3.774,MAS,D,70
834,2,11,11.316,MAS,C3,69
835,1,12,34.461,FEM,C3,71
836,6,1,1.244,FEM,C3,78
837,1,11,34.594,FEM,E,70
838,1,4,25.599,MAS,D,73
839,3,3,23.526,MAS,D,68
840,1,11,38.879,MAS,C3,55
841,1,5,25.338,MAS,D,69
842,1,2,17.308,MAS,C3,72
843,4,1,17.666,MAS,C3,70
844,8,1,1.808,MAS,C3,68
845,7,1,10.244,MAS,,71
846,6,5,18.686,FEM,D,71
847,1,10,29.893,FEM,D,72
849,1,11,23.238,MAS,C3,67
850,1,6,40.691,FEM,C3,71
851,7,1,5.076,FEM,C3,72
852,1,12,7.017,FEM,C3,76
853,1,7,11.678,FEM,E,66
854,1,1,8.186,FEM,ABC1,68
855,9,3,15.706,MAS,C3,67
856,2,7,8.708,FEM,C3,68
857,1,4,5.763,MAS,C3,69
858,1,6,39.732,FEM,ABC1,71
859,1,5,27.739,FEM,D,77
860,1,5,6.116,MAS,C3,69
861,1,7,8.993,MAS,C3,67
862,1,2,25.346,MAS,,72
863,1,2,7.664,FEM,C3,67
864,1,8,23.29,MAS,D,67
865,1,11,44.814,FEM,C3,72
866,1,12,47.226,MAS,C2,71
867,5,4,2.58,FEM,E,72
868,1,9,25.052,MAS,D,69
869,3,5,7.15,MAS,C3,73
870,1,1,12.416,FEM,D,70
871,1,6,30.877,MAS,C3,70
872,1,9,9.747,FEM,C3,73
873,1,6,11.444,FEM,C3,75
874,1,12,18.037,FEM,E,74
875,11,1,0.916,FEM,C3,69
876,1,5,23.179,FEM,E,76
877,1,9,7.313,FEM,C3,68
878,3,5,28.154,FEM,E,72
879,2,8,20.824,FEM,C3,72
880,4,1,6.874,FEM,C3,70
881,1,12,34.178,FEM,D,74
882,5,3,5.804,MAS,C3,67
883,3,3,14.411,FEM,D,71
884,2,7,14.629,MAS,C3,72
885,12,1,8.711,FEM,C2,70
886,5,1,7.071,MAS,D,69
887,1,7,10.359,MAS,ABC1,67
888,1,2,14.625,MAS,C3,65
889,6,1,1.227,FEM,C3,66
890,1,6,29.326,FEM,D,74
891,5,2,3.769,MAS,E,71
892,3,6,8.274,FEM,C3,73
893,3,4,23.229,FEM,ABC1,72
894,8,1,7.798,MAS,D,71
895,2,3,12.747,FEM,ABC1,72
896,1,2,14.274,FEM,D,84
897,1,5,31.211,FEM,ABC1,68
898,10,1,1.924,MAS,E,70
899,1,12,77.478,MAS,ABC1,69
900,1,12,22.55,FEM,E,73
901,3,8,32.402,MAS,C3,69
902,1,11,34.864,MAS,C3,70
903,1,2,3.167,FEM,E,73
904,2,1,19.455,FEM,,77
905,1,8,72.034,FEM,ABC1,74
906,7,1,11.597,FEM,C3,70
907,1,2,4.935,FEM,C3,67
908,1,6,8.533,MAS,D,67
909,7,2,4.032,FEM,C3,71
910,2,2,16.617,FEM,E,69
911,3,2,10.698,FEM,ABC1,74
912,2,9,31.168,MAS,C3,68
913,1,9,59.388,MAS,C2,67
914,3,7,20.313,FEM,E,74
915,3,2,17.883,FEM,C3,75
916,1,1,2.588,MAS,D,72
917,1,12,20.925,FEM,D,72
918,1,5,13.693,MAS,D,67
919,1,5,14.461,FEM,C3,64
920,5,1,1.732,MAS,C3,69
921,1,12,33.818,MAS,D,74
922,8,1,1.807,MAS,ABC1,73
923,5,3,11.392,MAS,C3,69
924,4,2,1.834,FEM,D,70
925,1,6,27.346,MAS,ABC1,68
926,1,8,13.521,FEM,E,79
927,1,3,6.644,FEM,D,74
928,2,6,13.615,FEM,C3,75
929,1,4,10.733,FEM,E,83
930,7,1,32.005,MAS,D,69
931,8,2,5.42,MAS,C3,71
932,1,12,53.623,FEM,E,82
933,1,10,18.733,MAS,C3,69
934,10,1,0.836,MAS,D,69
935,1,8,6.852,FEM,D,73
936,1,8,14.315,FEM,D,70
937,1,2,15.196,MAS,C3,67
938,2,2,6.126,MAS,D,72
939,1,3,8.86,FEM,C3,70
940,1,4,7.271,FEM,D,73
941,1,11,39.579,MAS,C3,70
942,2,3,1.882,FEM,,72
943,1,10,38.165,FEM,D,64
944,1,2,25.674,MAS,C3,68
945,2,4,21.416,FEM,C3,70
946,10,1,15.519,FEM,C3,70
947,2,2,5.051,MAS,ABC1,68
948,1,10,17.545,MAS,D,72
949,4,7,8.897,MAS,C3,73
950,6,3,39.669,MAS,ABC1,71
951,1,9,68.698,MAS,ABC1,70
952,1,8,12.312,FEM,D,74
953,2,4,16.1,MAS,E,75
954,1,5,7.471,MAS,C3,70
955,8,2,39.992,MAS,C3,68
956,3,2,7.41,MAS,ABC1,67
957,3,1,0.817,MAS,D,68
958,11,1,9.907,MAS,C3,67
959,1,12,21.265,MAS,D,70
960,9,1,27.318,MAS,D,72
961,1,4,6.265,FEM,C3,72
962,1,12,100.341,MAS,C3,67
963,1,3,15.76,FEM,E,71
964,4,3,8.07,MAS,C2,66
965,4,1,10.324,MAS,C3,67
966,1,7,10.857,FEM,D,70
967,1,8,23.839,MAS,C3,72
968,1,10,11.837,FEM,D,77
969,2,5,13.078,FEM,C3,76
970,1,9,11.953,MAS,D,68
971,12,1,1.55,MAS,ABC1,68
972,6,3,16.083,MAS,D,67
973,1,5,10.085,MAS,D,67
974,3,9,26.256,FEM,C3,65
975,10,1,4.731,FEM,E,68
976,3,7,11.361,MAS,D,65
977,1,3,4.169,FEM,E,73
978,1,5,59.241,FEM,ABC1,76
979,2,2,11.353,FEM,E,67
980,8,2,22.653,FEM,D,70
981,2,3,6.663,MAS,C3,65
982,1,11,34.578,MAS,C3,66
983,1,10,19.138,MAS,C2,69
984,1,11,8.529,MAS,C3,72
985,1,1,2.626,MAS,E,72
986,2,4,8.168,FEM,C3,65
987,10,1,23.409,MAS,ABC1,66
988,7,4,14.782,MAS,ABC1,65
989,6,2,3.371,FEM,D,66
990,10,1,5.874,MAS,C3,65
991,1,5,14.94,MAS,C3,69
992,1,11,3.418,MAS,D,69
993,2,6,15.269,FEM,C3,72
994,1,1,0.832,MAS,E,72
995,1,5,6.201,FEM,C3,73
996,1,1,25.1,FEM,C3,73
997,10,1,4.622,FEM,C3,72
998,1,4,9.149,MAS,C3,65
999,2,4,19.464,MAS,C3,69
1000,3,5,5.287,MAS,D,70
1001,1,2,27.533,FEM,E,73
1002,2,3,10.242,FEM,C3,68
1003,2,9,22.648,MAS,D,71
1004,5,1,6.199,FEM,D,71
1005,3,4,9.928,FEM,E,69
1006,2,4,38.382,FEM,,75
1007,2,3,11.536,FEM,C2,68
1008,1,6,9.111,FEM,C3,75
1009,1,4,16.927,FEM,ABC1,72
1011,1,8,29.44,FEM,E,73
1012,5,4,1.826,MAS,C3,65
1013,2,3,7.941,MAS,C3,70
1014,12,1,6.714,FEM,D,73
1015,2,7,19.813,FEM,C3,65
1016,3,10,29.889,FEM,D,65
1017,1,2,4.766,MAS,D,71
1018,3,6,8.772,MAS,ABC1,66
1019,2,1,2.933,FEM,D,75
1020,3,2,7.929,MAS,D,67
1021,2,5,8.849,MAS,C3,65
1022,5,2,9.446,MAS,C3,68
1023,1,12,45.881,MAS,C3,70
1024,1,6,15.946,FEM,C2,69
1025,1,2,1.167,MAS,D,67
1026,6,3,4.689,MAS,D,69
1027,1,1,10.195,MAS,D,69
1028,1,2,37.322,MAS,E,70
1029,1,11,16.712,MAS,D,67
1030,1,9,4.437,FEM,C3,70
1031,1,7,12.453,MAS,D,66
1032,4,3,4.237,FEM,C3,70
1033,1,4,14.549,FEM,,69
1034,2,1,8.395,FEM,C3,74
1035,5,1,4.361,MAS,D,71
1036,6,1,3.017,MAS,D,69
1037,4,6,14.638,FEM,E,70
1038,2,4,8.507,FEM,D,73
1039,3,6,8.125,MAS,C3,70
1040,1,2,15.801,FEM,ABC1,60
1041,11,1,5.034,FEM,D,70
1042,2,2,18.258,FEM,D,67
1043,5,1,18.676,MAS,ABC1,67
1044,1,10,15.241,FEM,ABC1,70
1045,1,6,16.965,FEM,D,70
1046,2,2,24.471,FEM,D,71
1047,1,2,1.26,FEM,C3,72
1048,1,8,15.521,FEM,E,72
1049,4,5,35.735,FEM,D,74
1050,3,3,2.174,MAS,C3,70
1051,2,2,71.652,MAS,D,70
1052,3,1,34.118,FEM,E,68
1053,3,1,12.589,MAS,C3,66
1054,10,1,0.849,FEM,D,68
1055,1,12,28.043,FEM,E,70
1056,11,1,7.692,MAS,D,71
1057,1,10,98.871,MAS,C3,70
1058,1,12,12.917,FEM,D,79
1059,1,7,10.565,FEM,C3,72
1060,1,5,27.479,FEM,C2,70
1061,1,7,30.951,MAS,E,73
1062,2,1,23.782,MAS,D,69
1063,1,11,60.775,FEM,C3,70
1064,1,4,9.044,MAS,C2,66
1065,1,12,57.238,MAS,C3,64
1066,2,1,33.809,MAS,C3,65
1067,1,4,14.322,FEM,C3,74
1068,10,2,14.156,FEM,E,70
1069,1,10,29.026,FEM,C3,67
1070,1,9,44.112,FEM,C3,69
1071,6,2,2.429,FEM,C3,71
1072,1,6,12.816,FEM,C3,71
1073,1,4,29.548,FEM,D,73
1074,1,10,20.216,MAS,C3,71
1076,11,1,6.202,FEM,C3,77
1077,1,9,19.422,FEM,E,70
1078,3,3,24.731,FEM,C3,62
1079,2,8,14.003,MAS,D,70
1080,1,11,12.174,MAS,C3,69
1081,1,11,14.441,MAS,E,65
1082,1,7,55.073,MAS,ABC1,66
1083,1,7,12.34,FEM,E,72
1084,1,1,8.492,MAS,C3,70
1085,3,5,24.764,MAS,C3,70
1086,1,6,61.471,FEM,C3,68
1087,1,12,22.108,FEM,ABC1,61
1088,2,3,11.308,MAS,E,71
1089,5,2,42.179,FEM,C2,63
1090,4,1,36.958,MAS,C3,67
1091,2,4,11.094,MAS,C3,67
1092,9,3,5.697,MAS,D,70
1093,1,4,22.305,FEM,C3,67
1094,10,2,1.694,MAS,E,70
1095,5,3,18.573,MAS,E,70
1096,1,12,88.982,MAS,D,70
1097,9,1,63.887,FEM,C3,69
1098,1,5,6.518,MAS,C3,69
1099,7,1,13.896,MAS,D,69
1100,8,3,3.392,MAS,,69
1101,3,4,9.938,FEM,E,70
1102,3,1,6.042,FEM,C3,66
1103,1,4,19.376,MAS,C3,69
1104,1,6,35.465,MAS,ABC1,70
1105,1,9,8.178,FEM,C3,72
1106,1,8,21.223,FEM,D,72
1107,1,7,6.369,FEM,E,69
1108,1,10,11.533,FEM,E,70
1109,1,10,33.509,FEM,C3,76
1110,1,4,22.838,MAS,ABC1,62
1111,1,8,12.325,FEM,D,71
1112,1,1,1.777,FEM,D,69
1113,11,1,5.034,MAS,ABC1,66
1114,1,4,17.246,MAS,C3,65
1115,1,5,6.499,FEM,C3,69
1116,2,3,12.416,MAS,C3,69
1117,1,10,10.158,MAS,D,69
1118,1,4,3.172,MAS,E,69
1119,3,3,28.4,FEM,C3,68
1120,1,11,19.818,MAS,E,66
1121,1,8,12.487,MAS,C3,65
1122,1,6,28.703,FEM,C3,72
1123,1,9,18.727,MAS,C3,68
1124,2,5,15.344,MAS,ABC1,70
1125,2,2,5.531,MAS,C3,65
1126,2,5,16.049,FEM,C3,72
1127,2,8,16.655,MAS,C3,67
1128,1,10,21.729,MAS,C3,67
1129,1,5,8.646,MAS,E,67
1130,4,4,19.357,MAS,D,69
1131,7,2,5.609,MAS,C2,68
1132,7,6,14.591,MAS,D,66
1133,1,7,25.634,FEM,C3,69
1134,4,1,4.63,MAS,D,65
1135,4,1,4.216,MAS,ABC1,70
1136,1,12,41.876,MAS,C3,68
1137,1,9,23.55,MAS,D,67
1138,1,10,14.551,FEM,C3,68
1139,1,6,8.387,MAS,ABC1,65
1140,12,1,1.929,MAS,D,70
1141,1,7,64.214,MAS,C3,64
1142,1,1,17.862,MAS,E,69
1143,1,11,31.726,FEM,C3,72
1144,1,12,43.742,FEM,ABC1,65
1145,2,4,7.144,MAS,D,70
1146,4,7,6.899,MAS,C3,69
1147,1,10,64.197,MAS,ABC1,64
1148,1,3,13.577,FEM,C3,71
1149,3,1,1.703,MAS,ABC1,63
1150,1,9,32.094,FEM,C3,66
1151,1,10,10.456,MAS,C3,67
1152,1,10,9.391,MAS,D,65
1153,2,9,12.251,FEM,D,72
1154,1,1,9.063,FEM,D,70
1155,2,5,6.387,MAS,D,67
1156,3,5,10.091,MAS,C3,68
1157,1,12,110.743,FEM,C3,65
1158,1,3,6.917,MAS,D,70
1159,1,10,35.832,FEM,D,71
1160,1,3,10.592,FEM,E,68
1161,1,12,98.807,FEM,C2,58
1162,2,3,21.716,MAS,C3,65
1163,1,5,20.006,MAS,C3,69
1164,4,3,12.835,MAS,C3,71
1165,1,9,26.664,FEM,ABC1,58
1166,1,4,7.32,MAS,C3,66
1167,1,3,5.371,MAS,D,69
1168,1,3,24.88,MAS,E,66
1169,3,2,15.877,MAS,D,70
1170,1,9,16.112,FEM,C3,70
1171,1,8,19.062,FEM,C3,66
1172,4,6,77.209,FEM,C2,68
1173,2,1,16.376,MAS,ABC1,65
1174,3,1,9.458,MAS,ABC1,66
1175,2,2,3.076,FEM,D,72
1176,5,7,21.798,FEM,C2,67
1177,1,10,15.462,MAS,C3,67
1178,2,3,22.279,FEM,C3,65
1179,2,7,64.61,FEM,ABC1,69
1180,1,11,18.175,MAS,C3,67
1181,1,12,34.993,FEM,D,64
1182,3,1,3.025,FEM,D,71
1183,5,3,11.275,MAS,ABC1,69
1184,1,12,15.987,MAS,C3,65
1185,1,8,20.692,MAS,D,70
1186,10,1,2.168,FEM,C3,67
1187,4,1,36.188,MAS,D,71
1188,3,6,10.477,FEM,E,70
1189,8,2,9.078,MAS,D,67
1190,1,4,50.129,MAS,C3,70
1191,1,12,60.787,MAS,C3,67
1192,5,1,2.252,MAS,E,70
1193,1,10,30.136,FEM,ABC1,71
1194,1,10,35.189,FEM,C3,68
1195,1,2,11.114,FEM,C3,71
1196,6,3,8.918,MAS,ABC1,68
1197,1,1,29.634,FEM,C3,68
1198,2,6,57.577,FEM,C3,66
1199,1,4,14.965,MAS,D,69
1200,5,1,3.764,MAS,,67
1201,1,7,26.007,FEM,C2,69
1202,2,2,7.891,FEM,D,66
1203,1,10,80.723,MAS,C3,65
1204,11,2,37.212,FEM,C3,69
1205,5,7,12.707,FEM,E,71
1206,1,12,18.208,MAS,C3,67
1207,1,7,29.366,MAS,C2,67
1208,1,2,2.838,FEM,C3,69
1209,1,4,33.906,FEM,C3,66
1210,1,5,3.805,FEM,D,66
1211,2,2,4.194,MAS,D,68
1212,1,12,12.344,FEM,C3,64
1213,2,4,16.297,FEM,E,67
1214,1,5,38.756,MAS,D,66
1215,1,7,20.813,FEM,C2,70
1216,4,2,20.698,MAS,C2,68
1217,1,1,19.594,FEM,D,72
1218,1,12,41.343,MAS,C3,63
1219,1,12,40.325,FEM,C3,68
1220,1,11,50.808,MAS,C2,62
1221,1,9,25.258,FEM,C3,64
1222,9,2,11.378,MAS,C3,66
1223,1,5,20.903,MAS,C2,68
1224,3,2,16.076,FEM,C3,64
1225,9,1,2.849,FEM,D,69
1226,1,1,13.124,FEM,E,71
1227,1,2,2.906,FEM,E,65
1228,2,6,11.064,FEM,C3,65
1229,1,4,20.565,FEM,ABC1,78
1230,1,7,20.315,MAS,D,68
1232,4,2,7.745,MAS,C3,70
1233,2,2,7.668,FEM,C3,64
1234,3,2,16.82,FEM,D,69
1235,1,3,37.762,FEM,C3,75
1236,2,7,20.111,FEM,C2,70
1237,3,1,7.387,MAS,C3,63
1238,2,10,12.78,FEM,C3,67
1239,1,5,26.215,FEM,ABC1,69
1240,2,4,5.677,MAS,E,68
1241,1,9,7.062,FEM,E,74
1242,1,8,17.981,MAS,C3,66
1243,1,12,32.263,MAS,C3,65
1244,1,2,6.31,MAS,E,68
1245,1,2,4.654,MAS,D,67
1246,1,2,4.617,MAS,C3,67
1247,1,5,13.206,FEM,ABC1,72
1248,1,4,3.307,FEM,C3,69
1249,1,8,11.475,FEM,,71
1250,1,8,25.095,MAS,D,63
1251,2,5,23.761,FEM,C3,68
1252,1,4,13.501,MAS,D,70
1253,1,8,30.182,MAS,C3,65
1254,4,1,42.679,FEM,C3,67
1255,4,1,5.058,MAS,C3,64
1256,1,7,18.375,FEM,D,70
1257,5,1,26.475,MAS,D,65
1258,2,10,34.036,FEM,E,73
1259,1,12,55.129,MAS,C3,67
1260,1,7,8.072,FEM,D,67
1261,1,5,25.817,MAS,C3,67
1262,1,11,58.442,MAS,C3,64
1263,1,9,6.757,MAS,C3,66
1264,1,3,47.523,FEM,,74
1265,2,1,18.824,FEM,C3,70
1266,4,7,23.716,FEM,ABC1,65
1267,1,8,14.803,MAS,C3,66
1268,5,1,6.697,FEM,E,68
1269,1,9,23.178,MAS,C3,66
1270,5,1,5.101,FEM,D,64
1271,1,12,67.857,MAS,ABC1,66
1272,1,8,21.67,MAS,D,66
1273,2,6,11.121,MAS,E,68
1274,2,4,9.172,MAS,ABC1,69
1275,1,3,8.482,FEM,E,72
1276,5,1,10.067,FEM,C3,69
1277,3,6,5.803,FEM,D,69
1278,1,7,27.738,FEM,C3,67
1279,1,3,5.514,MAS,C3,69
1280,2,8,21.815,MAS,D,63
1281,6,2,23.574,MAS,C3,66
1282,3,2,1.477,FEM,C3,65
1283,1,1,12.597,FEM,D,69
1284,9,1,2.513,MAS,C2,64
1285,1,7,18.222,FEM,C2,70
1286,1,11,54.614,FEM,D,77
1287,1,7,9.901,FEM,C3,68
1288,11,1,21.45,MAS,C3,64
1289,4,2,2.523,FEM,C3,71
1290,3,4,1.518,MAS,E,67
1291,3,8,9.852,FEM,C3,67
1292,1,1,36.241,FEM,E,67
1293,1,3,6.001,MAS,C3,65
1294,1,11,23.832,MAS,C3,68
1295,1,9,16.753,FEM,E,68
1296,1,10,31.822,MAS,C3,68
1297,5,8,24.797,MAS,C3,67
1298,1,11,21.284,FEM,D,70
1299,1,11,59.129,FEM,C2,63
1300,1,8,37.682,MAS,C2,65
1301,3,3,15.894,MAS,ABC1,66
1302,1,12,12.773,FEM,ABC1,66
1303,1,9,17.45,MAS,ABC1,65
1304,1,12,69.498,FEM,ABC1,76
1305,2,6,14.817,FEM,D,67
1306,1,9,29.427,FEM,C2,66
1307,1,3,7.189,FEM,C3,63
1308,4,3,15.07,MAS,E,66
1309,3,6,10.181,MAS,E,67
1310,1,2,32.041,FEM,C3,65
1311,1,12,6.218,FEM,D,73
1312,2,9,37.522,FEM,C3,66
1313,3,2,8.447,FEM,C3,65
1314,1,9,24.432,MAS,D,67
1315,1,4,14.648,FEM,C3,70
1316,3,1,43.936,FEM,D,62
1317,1,4,8.178,FEM,D,65
1318,2,3,11.636,FEM,E,68
1319,1,11,6.693,FEM,D,66
1320,4,2,13.636,FEM,C3,64
1321,10,1,1.588,FEM,D,71
1322,1,10,4.401,FEM,C3,66
1323,9,1,5.617,FEM,D,73
1324,1,10,23.546,FEM,D,72
1325,9,1,9.151,FEM,ABC1,60
1326,1,11,17.692,FEM,E,64
1327,1,12,29.627,MAS,C3,68
1328,1,3,14.47,FEM,D,68
1329,3,7,13.37,MAS,D,66
1330,1,6,53.051,FEM,ABC1,69
1331,6,1,10.212,FEM,D,73
1332,8,2,15.043,FEM,C3,64
1333,1,10,8.899,MAS,C3,67
1334,2,5,16.809,FEM,C2,67
1335,4,3,6.563,MAS,E,63
1336,1,4,3.912,MAS,C3,66
1337,2,10,8.785,FEM,C3,73
1338,1,8,21.022,FEM,D,70
1339,1,5,13.547,MAS,C3,70
1340,6,4,11.125,FEM,,76
1341,10,1,14.967,MAS,C3,69
1342,1,11,31.074,FEM,ABC1,70
1343,1,5,13.193,MAS,C3,69
1344,1,10,31.886,FEM,D,70
1345,2,5,13.639,MAS,C3,69
1346,4,2,6.954,FEM,E,67
1347,1,9,47.161,FEM,C2,63
1348,1,12,30.307,FEM,C3,66
1349,12,1,21,FEM,D,67
1350,2,1,4.651,MAS,D,69
1351,1,9,19.229,MAS,C3,67
1352,10,2,9.375,MAS,C3,70
1353,1,3,18.695,FEM,E,69
1354,4,7,5.248,FEM,C3,67
1355,1,9,12.116,MAS,C3,67
1356,7,1,3.833,MAS,E,72
1357,1,10,20.127,FEM,C3,66
1358,12,1,21.352,FEM,E,65
1359,1,8,37.611,MAS,ABC1,69
1360,1,6,19.867,MAS,C3,65
1361,3,3,15.708,MAS,C3,62
1362,1,8,6.613,FEM,D,73
1363,1,10,11.279,FEM,C3,73
1364,1,7,16.864,FEM,D,69
1365,1,9,19.603,FEM,E,65
1366,10,2,11.346,FEM,E,77
1367,2,6,41.735,FEM,ABC1,66
1368,1,9,13.477,FEM,C3,64
1369,3,5,19.711,FEM,C3,74
1370,1,12,33.848,MAS,C3,68
1371,3,1,6.421,MAS,,68
1372,2,3,7.756,MAS,D,68
1373,1,3,10.942,MAS,D,65
1374,1,11,34.328,MAS,D,68
1375,1,12,97.019,MAS,C3,68
1376,11,2,6.511,MAS,C2,68
1377,2,1,5.454,FEM,E,65
1378,7,1,3.773,MAS,C3,68
1379,1,11,75.475,MAS,C3,64
1380,1,9,9.934,MAS,C3,65
1381,1,5,25.974,FEM,D,75
1382,8,1,20.144,FEM,,70
1383,3,7,19.426,MAS,D,69
1384,1,1,32.555,FEM,C3,68
1385,1,3,9.252,FEM,C3,65
1386,7,1,12.63,FEM,C2,69
1387,1,3,31.872,MAS,D,67
1388,1,3,4.344,MAS,C3,70
1389,1,9,45.128,FEM,ABC1,66
1390,1,6,8.962,MAS,ABC1,63
1391,1,4,22.146,FEM,C3,69
1392,10,1,3.168,MAS,D,64
1393,3,6,4.168,FEM,C3,65
1394,1,1,70.27,FEM,ABC1,59
1395,2,5,15.761,FEM,ABC1,68
1396,4,3,8.627,FEM,C3,69
1397,2,2,14.378,FEM,D,65
1398,3,4,5.959,FEM,ABC1,65
1399,2,1,5.768,FEM,C2,63
1400,5,2,48.823,MAS,D,66
1401,2,11,31.22,FEM,C2,65
1402,1,9,9.882,FEM,D,68
1403,6,1,1.168,FEM,E,73
1404,2,7,39.124,FEM,,78
1405,1,1,6.796,FEM,C3,73
1406,1,4,6.879,MAS,C3,66
1407,4,1,3.353,FEM,D,65
1408,2,5,13.989,FEM,E,67
1409,1,9,26.846,MAS,C3,68
1410,1,12,27.711,FEM,E,72
1411,1,12,19.443,MAS,C3,66
1412,1,11,19.667,FEM,C3,63
1413,1,6,22.1,FEM,C3,67
1414,1,11,29.173,FEM,C3,68
1415,1,2,67.895,FEM,C3,68
1416,11,2,18.766,FEM,D,65
1417,12,1,1.866,MAS,C3,69
1418,1,3,12.04,FEM,C2,69
1419,1,6,13.766,MAS,D,64
1420,1,3,8.33,FEM,D,68
1421,2,8,12.117,FEM,,75
1422,4,2,9.521,MAS,D,62
1423,1,3,17.34,FEM,D,69
1424,3,4,76.921,FEM,ABC1,59
1425,3,5,31.09,FEM,C2,65
1426,1,10,73.928,MAS,ABC1,58
1427,1,7,14.092,FEM,D,68
1428,3,7,31.338,FEM,ABC1,64
1429,2,5,4.606,MAS,C3,65
1430,12,1,0.916,FEM,C3,70
1431,5,3,26.001,MAS,D,66
1432,1,9,8.489,FEM,D,78
1433,5,4,12.306,MAS,C3,64
1434,3,5,57.913,FEM,ABC1,67
1435,1,3,25.68,FEM,D,71
1436,1,12,18.16,MAS,C3,67
1437,1,4,6.361,MAS,E,64
1438,1,6,6.042,FEM,E,71
1439,1,8,26.586,FEM,C3,62
1440,1,8,27.545,MAS,ABC1,64
1441,1,3,32.419,MAS,D,69
1442,1,6,8.567,FEM,C3,69
1443,1,4,6.948,FEM,D,69
1444,1,5,19.508,FEM,C2,65
1445,4,5,10.775,MAS,C3,68
1446,2,11,47.896,MAS,C3,64
1447,7,2,3.66,FEM,C3,61
1448,2,10,22.961,FEM,E,62
1449,2,5,10.054,FEM,ABC1,64
1450,1,3,11.393,FEM,C2,65
1451,2,3,7.871,MAS,C3,69
1452,1,9,14.979,FEM,C3,68
1453,1,12,66.248,MAS,C3,63
1454,1,3,3.547,FEM,D,67
1455,1,8,81.51,MAS,ABC1,65
1456,2,5,15.156,FEM,C3,69
1457,1,9,21.377,MAS,D,68
1458,1,10,47.993,MAS,ABC1,66
1459,1,12,50.163,MAS,C2,61
1460,2,6,29.301,MAS,C2,68
1461,9,1,1.882,FEM,D,66
1462,1,6,5.629,FEM,E,70
1463,1,4,12.083,MAS,C2,66
1464,4,2,7.182,FEM,D,65
1465,1,12,24.387,FEM,E,65
1466,1,8,9.406,FEM,C3,69
1467,5,1,13.771,MAS,D,70
1468,7,3,8.814,FEM,E,69
1469,8,3,7.073,MAS,C3,68
1470,1,8,28.737,MAS,C3,69
1471,1,5,49.316,FEM,C2,69
1472,2,6,28.156,MAS,C3,66
1473,1,12,12.151,MAS,D,69
1474,5,7,8.654,MAS,C3,60
1475,1,1,12.487,FEM,D,66
1476,2,6,4.962,FEM,E,68
1477,2,8,21.158,FEM,,75
